Key,Values
SevenAce:FiveEight,0.9967020153999329,0.0032979920506477356
SevenAce:FiveFour,0.5,0.5
SevenAce:FiveFourEight,0.5,0.5
SevenAce:FiveFourJack,0.5,0.5
SevenAce:FiveFourKing,0.5,0.5
SevenAce:FiveFourNine,0.5,0.5
SevenAce:FiveFourQueen,0.5,0.5
SevenAce:FiveFourTen,0.5,0.5
SevenAce:FiveJack,0.9806541204452515,0.019345877692103386
SevenAce:FiveKing,0.5,0.5
SevenAce:FiveNine,0.9969873428344727,0.003012641565874219
SevenAce:FiveQueen,0.9452241659164429,0.05477585271000862
SevenAce:FiveSix,0.9982953667640686,0.0017046339344233274
SevenAce:FiveSixEight,0.5,0.5
SevenAce:FiveSixJack,0.5,0.5
SevenAce:FiveSixKing,0.5,0.5
SevenAce:FiveSixNine,0.5,0.5
SevenAce:FiveSixQueen,0.5,0.5
SevenAce:FiveSixTen,0.5,0.5
SevenAce:FiveTen,0.9886975288391113,0.011302482336759567
SevenAce:FiveThree,0.5,0.5
SevenAce:FiveThreeEight,0.5,0.5
SevenAce:FiveThreeJack,0.5,0.5
SevenAce:FiveThreeKing,0.5,0.5
SevenAce:FiveThreeNine,0.5,0.5
SevenAce:FiveThreeQueen,0.5,0.5
SevenAce:FiveThreeTen,0.5,0.5
SevenAce:FiveTwo,0.5,0.5
SevenAce:FiveTwoEight,0.5,0.5
SevenAce:FiveTwoJack,0.5,0.5
SevenAce:FiveTwoKing,0.5,0.5
SevenAce:FiveTwoNine,0.5,0.5
SevenAce:FiveTwoQueen,0.5,0.5
SevenAce:FiveTwoTen,0.5,0.5
SevenAce:FourEight,0.871357262134552,0.1286427080631256
SevenAce:FourFive,0.9817971587181091,0.018202824518084526
SevenAce:FourFiveEight,0.5,0.5
SevenAce:FourFiveJack,0.5,0.5
SevenAce:FourFiveKing,0.5,0.5
SevenAce:FourFiveNine,0.5,0.5
SevenAce:FourFiveQueen,0.5,0.5
SevenAce:FourFiveTen,0.5,0.5
SevenAce:FourJack,0.9711349606513977,0.028865044936537743
SevenAce:FourKing,0.5,0.5
SevenAce:FourNine,0.942392110824585,0.05760786682367325
SevenAce:FourQueen,0.8835113048553467,0.11648869514465332
SevenAce:FourSix,0.9848421216011047,0.015157872810959816
SevenAce:FourSixEight,0.5,0.5
SevenAce:FourSixJack,0.5,0.5
SevenAce:FourSixKing,0.5,0.5
SevenAce:FourSixNine,0.5,0.5
SevenAce:FourSixQueen,0.5,0.5
SevenAce:FourSixTen,0.5,0.5
SevenAce:FourTen,0.745509922504425,0.25449007749557495
SevenAce:FourThree,0.5,0.5
SevenAce:FourThreeEight,0.5,0.5
SevenAce:FourThreeJack,0.5,0.5
SevenAce:FourThreeKing,0.5,0.5
SevenAce:FourThreeNine,0.5,0.5
SevenAce:FourThreeQueen,0.5,0.5
SevenAce:FourThreeTen,0.5,0.5
SevenAce:FourTwo,0.5,0.5
SevenAce:FourTwoEight,0.5,0.5
SevenAce:FourTwoJack,0.5,0.5
SevenAce:FourTwoKing,0.5,0.5
SevenAce:FourTwoNine,0.5,0.5
SevenAce:FourTwoQueen,0.5,0.5
SevenAce:FourTwoTen,0.5,0.5
SevenAce:JackEight,0.5,0.5
SevenAce:JackEightKing,0.5,0.5
SevenAce:JackEightNine,0.5,0.5
SevenAce:JackEightQueen,0.5,0.5
SevenAce:JackEightTen,0.5,0.5
SevenAce:JackFive,0.5,0.5
SevenAce:JackFiveEight,0.5,0.5
SevenAce:JackFiveKing,0.5,0.5
SevenAce:JackFiveNine,0.5,0.5
SevenAce:JackFiveQueen,0.5,0.5
SevenAce:JackFiveTen,0.5,0.5
SevenAce:JackFour,0.5,0.5
SevenAce:JackFourEight,0.5,0.5
SevenAce:JackFourKing,0.5,0.5
SevenAce:JackFourNine,0.5,0.5
SevenAce:JackFourQueen,0.5,0.5
SevenAce:JackFourTen,0.5,0.5
SevenAce:JackKing,1,0
SevenAce:JackKingEight,0.5,0.5
SevenAce:JackKingNine,0.5,0.5
SevenAce:JackKingQueen,0.5,0.5
SevenAce:JackKingTen,0.5,0.5
SevenAce:JackNine,0.5,0.5
SevenAce:JackNineEight,0.5,0.5
SevenAce:JackNineKing,0.5,0.5
SevenAce:JackNineQueen,0.5,0.5
SevenAce:JackNineTen,0.5,0.5
SevenAce:JackQueen,1,0
SevenAce:JackQueenEight,0.5,0.5
SevenAce:JackQueenKing,0.5,0.5
SevenAce:JackQueenNine,0.5,0.5
SevenAce:JackQueenTen,0.5,0.5
SevenAce:JackSix,0.5,0.5
SevenAce:JackSixEight,0.5,0.5
SevenAce:JackSixKing,0.5,0.5
SevenAce:JackSixNine,0.5,0.5
SevenAce:JackSixQueen,0.5,0.5
SevenAce:JackSixTen,0.5,0.5
SevenAce:JackTen,0.5,0.5
SevenAce:JackTenEight,0.5,0.5
SevenAce:JackTenKing,0.5,0.5
SevenAce:JackTenNine,0.5,0.5
SevenAce:JackTenQueen,0.5,0.5
SevenAce:JackThree,0.5,0.5
SevenAce:JackThreeEight,0,1
SevenAce:JackThreeKing,0,1
SevenAce:JackThreeNine,0,1
SevenAce:JackThreeQueen,0,1
SevenAce:JackThreeTen,0,1
SevenAce:JackTwo,0.5,0.5
SevenAce:JackTwoEight,0.1666666716337204,0.8333333134651184
SevenAce:JackTwoKing,0.5,0.5
SevenAce:JackTwoNine,0.3333333432674408,0.6666666865348816
SevenAce:JackTwoQueen,0.5,0.5
SevenAce:JackTwoTen,0.5,0.5
SevenAce:KingEight,0.5,0.5
SevenAce:KingEightJack,0.5,0.5
SevenAce:KingEightNine,0.5,0.5
SevenAce:KingEightQueen,0.5,0.5
SevenAce:KingEightTen,0.5,0.5
SevenAce:KingFive,0.5,0.5
SevenAce:KingFiveEight,0.5,0.5
SevenAce:KingFiveJack,0.5,0.5
SevenAce:KingFiveNine,0.5,0.5
SevenAce:KingFiveQueen,0.5,0.5
SevenAce:KingFiveTen,0.5,0.5
SevenAce:KingFour,0.5,0.5
SevenAce:KingFourEight,0.5,0.5
SevenAce:KingFourJack,0.5,0.5
SevenAce:KingFourNine,0.5,0.5
SevenAce:KingFourQueen,0.5,0.5
SevenAce:KingFourTen,0.5,0.5
SevenAce:KingJackEight,0.5,0.5
SevenAce:KingJackNine,0.5,0.5
SevenAce:KingJackQueen,0.5,0.5
SevenAce:KingJackTen,0.5,0.5
SevenAce:KingNine,0.5,0.5
SevenAce:KingNineEight,0.5,0.5
SevenAce:KingNineJack,0.5,0.5
SevenAce:KingNineQueen,0.5,0.5
SevenAce:KingNineTen,0.5,0.5
SevenAce:KingQueenEight,0.5,0.5
SevenAce:KingQueenJack,0.5,0.5
SevenAce:KingQueenNine,0.5,0.5
SevenAce:KingQueenTen,0.5,0.5
SevenAce:KingSix,0.5,0.5
SevenAce:KingSixEight,0.5,0.5
SevenAce:KingSixJack,0.5,0.5
SevenAce:KingSixNine,0.5,0.5
SevenAce:KingSixQueen,0.5,0.5
SevenAce:KingSixTen,0.5,0.5
SevenAce:KingTen,0.5,0.5
SevenAce:KingTenEight,0.5,0.5
SevenAce:KingTenJack,0.5,0.5
SevenAce:KingTenNine,0.5,0.5
SevenAce:KingTenQueen,0.5,0.5
SevenAce:KingThree,0.5,0.5
SevenAce:KingThreeEight,0.5,0.5
SevenAce:KingThreeJack,0.5,0.5
SevenAce:KingThreeNine,0,1
SevenAce:KingThreeQueen,0,1
SevenAce:KingThreeTen,0.2106909453868866,0.7893090844154358
SevenAce:KingTwo,0.5,0.5
SevenAce:KingTwoEight,0.5,0.5
SevenAce:KingTwoJack,0,1
SevenAce:KingTwoNine,0,1
SevenAce:KingTwoQueen,0,1
SevenAce:KingTwoTen,0,1
SevenAce:NineEight,0.5,0.5
SevenAce:NineEightJack,0.5,0.5
SevenAce:NineEightKing,0.5,0.5
SevenAce:NineEightQueen,0.5,0.5
SevenAce:NineEightTen,0.5,0.5
SevenAce:NineFive,0.5,0.5
SevenAce:NineFiveEight,0.5,0.5
SevenAce:NineFiveJack,0.5,0.5
SevenAce:NineFiveKing,0.5,0.5
SevenAce:NineFiveQueen,0.5,0.5
SevenAce:NineFiveTen,0.5,0.5
SevenAce:NineFour,0.5,0.5
SevenAce:NineFourEight,0.5,0.5
SevenAce:NineFourJack,0.5,0.5
SevenAce:NineFourKing,0.5,0.5
SevenAce:NineFourQueen,0.5,0.5
SevenAce:NineFourTen,0.5,0.5
SevenAce:NineJack,1,0
SevenAce:NineJackEight,0.5,0.5
SevenAce:NineJackKing,0.5,0.5
SevenAce:NineJackQueen,0.5,0.5
SevenAce:NineJackTen,0.5,0.5
SevenAce:NineKing,1,0
SevenAce:NineKingEight,0.5,0.5
SevenAce:NineKingJack,0.5,0.5
SevenAce:NineKingQueen,0.5,0.5
SevenAce:NineKingTen,0.5,0.5
SevenAce:NineQueen,1,0
SevenAce:NineQueenEight,0.5,0.5
SevenAce:NineQueenJack,0.5,0.5
SevenAce:NineQueenKing,0.5,0.5
SevenAce:NineQueenTen,0.5,0.5
SevenAce:NineSix,0.5,0.5
SevenAce:NineSixEight,0.5,0.5
SevenAce:NineSixJack,0.5,0.5
SevenAce:NineSixKing,0.5,0.5
SevenAce:NineSixQueen,0.5,0.5
SevenAce:NineSixTen,0.5,0.5
SevenAce:NineTen,1,0
SevenAce:NineTenEight,0.5,0.5
SevenAce:NineTenJack,0.5,0.5
SevenAce:NineTenKing,0.5,0.5
SevenAce:NineTenQueen,0.5,0.5
SevenAce:NineThree,0.5,0.5
SevenAce:NineThreeEight,0.1666666716337204,0.8333333134651184
SevenAce:NineThreeJack,0.25,0.75
SevenAce:NineThreeKing,0.5,0.5
SevenAce:NineThreeQueen,0.5,0.5
SevenAce:NineThreeTen,0.5,0.5
SevenAce:NineTwo,0.5,0.5
SevenAce:NineTwoEight,0.5,0.5
SevenAce:NineTwoJack,0.3333333432674408,0.6666666865348816
SevenAce:NineTwoKing,0.5,0.5
SevenAce:NineTwoQueen,0.5,0.5
SevenAce:NineTwoTen,0.4940544664859772,0.5059455037117004
SevenAce:QueenEight,0.5,0.5
SevenAce:QueenEightJack,0.5,0.5
SevenAce:QueenEightKing,0.5,0.5
SevenAce:QueenEightNine,0.5,0.5
SevenAce:QueenEightTen,0.5,0.5
SevenAce:QueenFive,0.5,0.5
SevenAce:QueenFiveEight,0.5,0.5
SevenAce:QueenFiveJack,0.5,0.5
SevenAce:QueenFiveKing,0.5,0.5
SevenAce:QueenFiveNine,0.5,0.5
SevenAce:QueenFiveTen,0.5,0.5
SevenAce:QueenFour,0.5,0.5
SevenAce:QueenFourEight,0.5,0.5
SevenAce:QueenFourJack,0.5,0.5
SevenAce:QueenFourKing,0.5,0.5
SevenAce:QueenFourNine,0.5,0.5
SevenAce:QueenFourTen,0.5,0.5
SevenAce:QueenJack,0.5,0.5
SevenAce:QueenJackEight,0.5,0.5
SevenAce:QueenJackKing,0.5,0.5
SevenAce:QueenJackNine,0.5,0.5
SevenAce:QueenJackTen,0.5,0.5
SevenAce:QueenKing,0.9836843013763428,0.016315674409270287
SevenAce:QueenKingEight,0.5,0.5
SevenAce:QueenKingJack,0.5,0.5
SevenAce:QueenKingNine,0.5,0.5
SevenAce:QueenKingTen,0.5,0.5
SevenAce:QueenNine,0.5,0.5
SevenAce:QueenNineEight,0.5,0.5
SevenAce:QueenNineJack,0.5,0.5
SevenAce:QueenNineKing,0.5,0.5
SevenAce:QueenNineTen,0.5,0.5
SevenAce:QueenSix,0.5,0.5
SevenAce:QueenSixEight,0.5,0.5
SevenAce:QueenSixJack,0.5,0.5
SevenAce:QueenSixKing,0.5,0.5
SevenAce:QueenSixNine,0.5,0.5
SevenAce:QueenSixTen,0.5,0.5
SevenAce:QueenTen,0.5,0.5
SevenAce:QueenTenEight,0.5,0.5
SevenAce:QueenTenJack,0.5,0.5
SevenAce:QueenTenKing,0.5,0.5
SevenAce:QueenTenNine,0.5,0.5
SevenAce:QueenThree,0.5,0.5
SevenAce:QueenThreeEight,0.5,0.5
SevenAce:QueenThreeJack,0.5,0.5
SevenAce:QueenThreeKing,0.5,0.5
SevenAce:QueenThreeNine,0.5,0.5
SevenAce:QueenThreeTen,0.5,0.5
SevenAce:QueenTwo,0.5,0.5
SevenAce:QueenTwoEight,0.5,0.5
SevenAce:QueenTwoJack,0.5,0.5
SevenAce:QueenTwoKing,0.5,0.5
SevenAce:QueenTwoNine,0.3333333432674408,0.6666666865348816
SevenAce:QueenTwoTen,0.5,0.5
SevenAce:SixEight,1,0
SevenAce:SixFive,0.5,0.5
SevenAce:SixFiveEight,0.25,0.75
SevenAce:SixFiveJack,0.5,0.5
SevenAce:SixFiveKing,0.32726356387138367,0.6727364659309387
SevenAce:SixFiveNine,0.23998519778251648,0.7600148320198059
SevenAce:SixFiveQueen,0.19353875517845154,0.8064612150192261
SevenAce:SixFiveTen,0.15788191556930542,0.8421180844306946
SevenAce:SixFour,0.5,0.5
SevenAce:SixFourEight,0.5,0.5
SevenAce:SixFourJack,0.5,0.5
SevenAce:SixFourKing,0.3668461740016937,0.6331537961959839
SevenAce:SixFourNine,0.5,0.5
SevenAce:SixFourQueen,0.5,0.5
SevenAce:SixFourTen,0.3455618619918823,0.6544381380081177
SevenAce:SixJack,1,0
SevenAce:SixKing,0.5,0.5
SevenAce:SixNine,1,0
SevenAce:SixQueen,1,0
SevenAce:SixTen,1,0
SevenAce:SixThree,0.5,0.5
SevenAce:SixThreeEight,0.5,0.5
SevenAce:SixThreeJack,0.5,0.5
SevenAce:SixThreeKing,0.5,0.5
SevenAce:SixThreeNine,0.5,0.5
SevenAce:SixThreeQueen,0.5,0.5
SevenAce:SixThreeTen,0.5,0.5
SevenAce:SixTwo,0.5,0.5
SevenAce:SixTwoEight,0.5,0.5
SevenAce:SixTwoJack,0.5,0.5
SevenAce:SixTwoKing,0.5,0.5
SevenAce:SixTwoNine,0.5,0.5
SevenAce:SixTwoQueen,0.5,0.5
SevenAce:SixTwoTen,0.5,0.5
SevenAce:TenEight,0.5,0.5
SevenAce:TenEightJack,0.5,0.5
SevenAce:TenEightKing,0.5,0.5
SevenAce:TenEightNine,0.5,0.5
SevenAce:TenEightQueen,0.5,0.5
SevenAce:TenFive,0.5,0.5
SevenAce:TenFiveEight,0.5,0.5
SevenAce:TenFiveJack,0.5,0.5
SevenAce:TenFiveKing,0.5,0.5
SevenAce:TenFiveNine,0.5,0.5
SevenAce:TenFiveQueen,0.5,0.5
SevenAce:TenFour,0.5,0.5
SevenAce:TenFourEight,0.5,0.5
SevenAce:TenFourJack,0.16060946881771088,0.8393905162811279
SevenAce:TenFourKing,0.07815509289503098,0.9218448996543884
SevenAce:TenFourNine,0.40492478013038635,0.595075249671936
SevenAce:TenFourQueen,0.5,0.5
SevenAce:TenJack,1,0
SevenAce:TenJackEight,0.5,0.5
SevenAce:TenJackKing,0.5,0.5
SevenAce:TenJackNine,0.5,0.5
SevenAce:TenJackQueen,0.5,0.5
SevenAce:TenKing,1,0
SevenAce:TenKingEight,0.5,0.5
SevenAce:TenKingJack,0.5,0.5
SevenAce:TenKingNine,0.5,0.5
SevenAce:TenKingQueen,0.5,0.5
SevenAce:TenNine,0.5,0.5
SevenAce:TenNineEight,0.5,0.5
SevenAce:TenNineJack,0.5,0.5
SevenAce:TenNineKing,0.5,0.5
SevenAce:TenNineQueen,0.5,0.5
SevenAce:TenQueen,1,0
SevenAce:TenQueenEight,0.5,0.5
SevenAce:TenQueenJack,0.5,0.5
SevenAce:TenQueenKing,0.5,0.5
SevenAce:TenQueenNine,0.5,0.5
SevenAce:TenSix,0.5,0.5
SevenAce:TenSixEight,0.5,0.5
SevenAce:TenSixJack,0.5,0.5
SevenAce:TenSixKing,0.5,0.5
SevenAce:TenSixNine,0.5,0.5
SevenAce:TenSixQueen,0.5,0.5
SevenAce:TenThree,0.5,0.5
SevenAce:TenThreeEight,0.1946999728679657,0.8052999973297119
SevenAce:TenThreeJack,0.5,0.5
SevenAce:TenThreeKing,0.14916110038757324,0.8508388996124268
SevenAce:TenThreeNine,0.5,0.5
SevenAce:TenThreeQueen,0,1
SevenAce:TenTwo,0.5,0.5
SevenAce:TenTwoEight,0,1
SevenAce:TenTwoJack,0,1
SevenAce:TenTwoKing,0,1
SevenAce:TenTwoNine,0,1
SevenAce:TenTwoQueen,0,1
SevenAce:ThreeEight,0.6792317628860474,0.320768266916275
SevenAce:ThreeFive,1,0
SevenAce:ThreeFiveEight,0.5,0.5
SevenAce:ThreeFiveJack,0.5,0.5
SevenAce:ThreeFiveKing,0.5,0.5
SevenAce:ThreeFiveNine,0.5,0.5
SevenAce:ThreeFiveQueen,0.5,0.5
SevenAce:ThreeFiveTen,0.5,0.5
SevenAce:ThreeFour,0.9948676228523254,0.005132399499416351
SevenAce:ThreeFourEight,0.5,0.5
SevenAce:ThreeFourJack,0.5,0.5
SevenAce:ThreeFourKing,0.5,0.5
SevenAce:ThreeFourNine,0.5,0.5
SevenAce:ThreeFourQueen,0.5,0.5
SevenAce:ThreeFourTen,0.5,0.5
SevenAce:ThreeJack,0.9185470938682556,0.08145289123058319
SevenAce:ThreeKing,0.5,0.5
SevenAce:ThreeNine,0.943550169467926,0.05644984170794487
SevenAce:ThreeQueen,0.6352813839912415,0.36471858620643616
SevenAce:ThreeSix,1,0
SevenAce:ThreeSixEight,0.5,0.5
SevenAce:ThreeSixJack,0.5,0.5
SevenAce:ThreeSixKing,0.5,0.5
SevenAce:ThreeSixNine,0.5,0.5
SevenAce:ThreeSixQueen,0.5,0.5
SevenAce:ThreeSixTen,0.5,0.5
SevenAce:ThreeTen,1,0
SevenAce:ThreeTwo,0.5,0.5
SevenAce:ThreeTwoEight,0.5,0.5
SevenAce:ThreeTwoJack,0.5,0.5
SevenAce:ThreeTwoKing,0.5,0.5
SevenAce:ThreeTwoNine,0.5,0.5
SevenAce:ThreeTwoQueen,0.5,0.5
SevenAce:ThreeTwoTen,0.5,0.5
SevenAce:TwoEight,0.5,0.5
SevenAce:TwoFive,0.9777557849884033,0.02224419079720974
SevenAce:TwoFiveEight,0.5,0.5
SevenAce:TwoFiveJack,0.5,0.5
SevenAce:TwoFiveKing,0.5,0.5
SevenAce:TwoFiveNine,0.5,0.5
SevenAce:TwoFiveQueen,0.5,0.5
SevenAce:TwoFiveTen,0.5,0.5
SevenAce:TwoFour,0.989637553691864,0.010362454690039158
SevenAce:TwoFourEight,0.5,0.5
SevenAce:TwoFourJack,0.5,0.5
SevenAce:TwoFourKing,0.5,0.5
SevenAce:TwoFourNine,0.5,0.5
SevenAce:TwoFourQueen,0.5,0.5
SevenAce:TwoFourTen,0.5,0.5
SevenAce:TwoJack,0.5,0.5
SevenAce:TwoNine,0.5,0.5
SevenAce:TwoSix,0.5,0.5
SevenAce:TwoSixEight,0.5,0.5
SevenAce:TwoSixJack,0.5,0.5
SevenAce:TwoSixKing,0.5,0.5
SevenAce:TwoSixNine,0.5,0.5
SevenAce:TwoSixQueen,0.5,0.5
SevenAce:TwoSixTen,0.5,0.5
SevenAce:TwoTen,0.5,0.5
SevenAce:TwoThree,1,0
SevenAce:TwoThreeEight,0.5,0.5
SevenAce:TwoThreeJack,0.5,0.5
SevenAce:TwoThreeKing,0.5,0.5
SevenAce:TwoThreeNine,0.5,0.5
SevenAce:TwoThreeQueen,0.5,0.5
SevenAce:TwoThreeTen,0.5,0.5
SevenEight:AceFive,0.5,0.5
SevenEight:AceFour,0.5,0.5
SevenEight:AceJack,0.5,0.5
SevenEight:AceNine,0.5,0.5
SevenEight:AceSix,0.5,0.5
SevenEight:AceTen,0.5,0.5
SevenEight:AceThree,0.5,0.5
SevenEight:AceTwo,0.5,0.5
SevenEight:FiveAce,0.5,0.5
SevenEight:FiveFour,0.5,0.5
SevenEight:FiveJack,0.5,0.5
SevenEight:FiveKing,0.5,0.5
SevenEight:FiveNine,0.5,0.5
SevenEight:FiveQueen,0.5,0.5
SevenEight:FiveSix,0.5,0.5
SevenEight:FiveTen,0.5,0.5
SevenEight:FiveThree,0.5,0.5
SevenEight:FiveTwo,0.5,0.5
SevenEight:FourAce,0.5,0.5
SevenEight:FourFive,0.5,0.5
SevenEight:FourJack,0.5,0.5
SevenEight:FourKing,0.5,0.5
SevenEight:FourNine,0.5,0.5
SevenEight:FourQueen,0.5,0.5
SevenEight:FourSix,0.5,0.5
SevenEight:FourTen,0.5,0.5
SevenEight:FourThree,0.5,0.5
SevenEight:FourTwo,0.5,0.5
SevenEight:JackAce,0.5,0.5
SevenEight:JackFive,0.5,0.5
SevenEight:JackFour,0.5,0.5
SevenEight:JackKing,0.5,0.5
SevenEight:JackNine,0.5,0.5
SevenEight:JackQueen,0.5,0.5
SevenEight:JackSix,0.5,0.5
SevenEight:JackTen,0.5,0.5
SevenEight:JackThree,0.5,0.5
SevenEight:JackTwo,0.5,0.5
SevenEight:KingAce,0.5,0.5
SevenEight:KingFive,0.5,0.5
SevenEight:KingFour,0.5,0.5
SevenEight:KingJack,0.5,0.5
SevenEight:KingNine,0.5,0.5
SevenEight:KingSix,0.5,0.5
SevenEight:KingTen,0.5,0.5
SevenEight:KingThree,0.5,0.5
SevenEight:KingTwo,0.5,0.5
SevenEight:NineAce,0.5,0.5
SevenEight:NineFive,0.5,0.5
SevenEight:NineFour,0.5,0.5
SevenEight:NineJack,0.5,0.5
SevenEight:NineKing,0.5,0.5
SevenEight:NineQueen,0.5,0.5
SevenEight:NineSix,0.5,0.5
SevenEight:NineTen,0.5,0.5
SevenEight:NineThree,0.5,0.5
SevenEight:NineTwo,0.5,0.5
SevenEight:QueenAce,0.5,0.5
SevenEight:QueenFive,0.5,0.5
SevenEight:QueenFour,0.5,0.5
SevenEight:QueenJack,0.5,0.5
SevenEight:QueenKing,0.5,0.5
SevenEight:QueenNine,0.5,0.5
SevenEight:QueenSix,0.5,0.5
SevenEight:QueenTen,0.5,0.5
SevenEight:QueenThree,0.5,0.5
SevenEight:QueenTwo,0.5,0.5
SevenEight:SixAce,0.5,0.5
SevenEight:SixFive,0.5,0.5
SevenEight:SixFour,0.5,0.5
SevenEight:SixJack,0.5,0.5
SevenEight:SixKing,0.5,0.5
SevenEight:SixNine,0.5,0.5
SevenEight:SixQueen,0.5,0.5
SevenEight:SixTen,0.5,0.5
SevenEight:SixThree,0.5,0.5
SevenEight:SixTwo,0.5,0.5
SevenEight:TenAce,0.5,0.5
SevenEight:TenFive,0.5,0.5
SevenEight:TenFour,0.5,0.5
SevenEight:TenJack,0.5,0.5
SevenEight:TenKing,0.5,0.5
SevenEight:TenNine,0.5,0.5
SevenEight:TenQueen,0.5,0.5
SevenEight:TenSix,0.5,0.5
SevenEight:TenThree,0.5,0.5
SevenEight:TenTwo,0.5,0.5
SevenEight:ThreeAce,0.5,0.5
SevenEight:ThreeFive,0.5,0.5
SevenEight:ThreeFour,0.5,0.5
SevenEight:ThreeJack,0.5,0.5
SevenEight:ThreeKing,0.5,0.5
SevenEight:ThreeNine,0.5,0.5
SevenEight:ThreeQueen,0.5,0.5
SevenEight:ThreeSix,0.5,0.5
SevenEight:ThreeTen,0.5,0.5
SevenEight:ThreeTwo,0.5,0.5
SevenEight:TwoFive,0.5,0.5
SevenEight:TwoFour,0.5,0.5
SevenEight:TwoJack,0.5,0.5
SevenEight:TwoNine,0.5,0.5
SevenEight:TwoQueen,0.5,0.5
SevenEight:TwoSix,0.5,0.5
SevenEight:TwoTen,0.5,0.5
SevenEight:TwoThree,0.5,0.5
SevenEightAce:,0.1296483874320984,0.8703516125679016,0
SevenEightAce:Jack,0,0,1
SevenEightAce:King,0,0,1
SevenEightAce:Nine,0,0,1
SevenEightAce:Queen,0,0,1
SevenEightAce:Ten,0,0,1
SevenEightJack:,1,0,0
SevenEightJack:Nine,0,0,1
SevenEightJack:Ten,0,0,1
SevenEightKing:,0.15556584298610687,0.8444341421127319,0
SevenEightKing:Jack,0,0,1
SevenEightKing:Nine,0,0,1
SevenEightKing:Queen,0,0,1
SevenEightKing:Ten,0,0,1
SevenEightNine:,0.3333333432674408,0.3333333432674408,0.3333333432674408
SevenEightQueen:,0.022110773250460625,0.9778892397880554,0
SevenEightQueen:Jack,0,0,1
SevenEightQueen:Nine,0,0,1
SevenEightQueen:Ten,0,0,1
SevenEightTen:,0.4271566867828369,0.5728433132171631,0
SevenEightTen:Nine,0,0,1
SevenJack:AceEight,0.5,0.5
SevenJack:AceFive,0.5,0.5
SevenJack:AceFiveEight,0,1
SevenJack:AceFiveNine,0,1
SevenJack:AceFiveTen,0,1
SevenJack:AceFour,0.5,0.5
SevenJack:AceFourEight,0,1
SevenJack:AceFourNine,0,1
SevenJack:AceFourTen,0,1
SevenJack:AceNine,0.5,0.5
SevenJack:AceSix,0.5,0.5
SevenJack:AceSixEight,0,1
SevenJack:AceSixNine,0,1
SevenJack:AceSixTen,0,1
SevenJack:AceTen,0.5,0.5
SevenJack:AceThree,0.5,0.5
SevenJack:AceThreeEight,0,1
SevenJack:AceThreeNine,0,1
SevenJack:AceThreeTen,0,1
SevenJack:AceTwo,0.5,0.5
SevenJack:AceTwoEight,0,1
SevenJack:AceTwoNine,0,1
SevenJack:AceTwoTen,0,1
SevenJack:EightAce,0.5,0.5
SevenJack:EightAceNine,0.5,0.5
SevenJack:EightAceTen,0.5,0.5
SevenJack:EightFive,0.5,0.5
SevenJack:EightFiveNine,0.5,0.5
SevenJack:EightFiveTen,0.5,0.5
SevenJack:EightFour,0.17391304671764374,0.8260869383811951
SevenJack:EightFourNine,0.5,0.5
SevenJack:EightFourTen,0.1666666716337204,0.8333333134651184
SevenJack:EightKing,0.5,0.5
SevenJack:EightKingNine,0.5,0.5
SevenJack:EightKingTen,0.5,0.5
SevenJack:EightNine,0.5,0.5
SevenJack:EightNineTen,0,1
SevenJack:EightQueen,0.5,0.5
SevenJack:EightQueenNine,0.5,0.5
SevenJack:EightQueenTen,0.5,0.5
SevenJack:EightSix,0.5,0.5
SevenJack:EightSixNine,0.5,0.5
SevenJack:EightSixTen,0.5,0.5
SevenJack:EightTen,0.5,0.5
SevenJack:EightTenNine,0,1
SevenJack:EightThree,0.5,0.5
SevenJack:EightThreeNine,0.5,0.5
SevenJack:EightThreeTen,0.5,0.5
SevenJack:EightTwo,0.5,0.5
SevenJack:EightTwoNine,0.5,0.5
SevenJack:EightTwoTen,0.5,0.5
SevenJack:FiveAce,0.5,0.5
SevenJack:FiveEight,0.5,0.5
SevenJack:FiveFour,0.5,0.5
SevenJack:FiveFourEight,0.5,0.5
SevenJack:FiveFourNine,0.5,0.5
SevenJack:FiveFourTen,0.5,0.5
SevenJack:FiveKing,0.5,0.5
SevenJack:FiveNine,0.9892485737800598,0.010751421563327312
SevenJack:FiveQueen,0.5,0.5
SevenJack:FiveSix,1,0
SevenJack:FiveSixEight,0,1
SevenJack:FiveSixNine,0,1
SevenJack:FiveSixTen,0,1
SevenJack:FiveTen,0.5,0.5
SevenJack:FiveThree,0,1
SevenJack:FiveThreeEight,0.5,0.5
SevenJack:FiveThreeNine,0.5,0.5
SevenJack:FiveThreeTen,0.5,0.5
SevenJack:FiveTwo,0.5,0.5
SevenJack:FiveTwoEight,0.5,0.5
SevenJack:FiveTwoNine,0.5,0.5
SevenJack:FiveTwoTen,0.5,0.5
SevenJack:FourAce,0.5,0.5
SevenJack:FourEight,1,0
SevenJack:FourFive,0.9977491497993469,0.0022508292458951473
SevenJack:FourFiveEight,0,1
SevenJack:FourFiveNine,0,1
SevenJack:FourFiveTen,0,1
SevenJack:FourKing,0.5,0.5
SevenJack:FourNine,0.5,0.5
SevenJack:FourQueen,0.5,0.5
SevenJack:FourSix,1,0
SevenJack:FourSixEight,0,1
SevenJack:FourSixNine,0,1
SevenJack:FourSixTen,0,1
SevenJack:FourTen,0.5,0.5
